NAME,RTG,TEAM,DEP,WEEK,ATT,YDS,TD,TGTS,REC,REC YDS,REC TD
Darrell Henderson,73,LAR,1,11,8,5,0,3,2,4,0
Devontae Booker,71,LV,2,11,5,16,0,1,1,3,0
Peyton Barber,73,WAS,1,11,8,28,0,0,0,0,0
Joshua Kelley,67,LAC,3,11,4,-2,0,2,2,4,0
Brian Hill,67,ATL,2,11,4,18,0,0,0,0,0
Adrian Peterson,76,DET,1,11,7,18,0,1,0,0,0
Patrick Laird,67,MIA,5,11,0,0,0,2,1,8,0
Jeremy McNichols,69,TEN,2,11,0,0,0,1,1,2,0
Alexander Mattison,73,MIN,2,11,1,6,0,0,0,0,0
Gus Edwards,81,BAL,2,11,3,6,0,0,0,0,0
Ito Smith,80,ATL,3,11,1,5,0,0,0,0,0
Matt Breida,77,MIA,2,11,2,4,0,0,0,0,0
Anthony McFarland Jr.,67,PIT,3,11,3,3,0,0,0,0,0
Mark Ingram,79,BAL,1,11,2,2,0,0,0,0,0
D'Onta Foreman,77,TEN,4,11,1,1,0,0,0,0,0
Derrick Henry,93,TEN,1,12,27,178,3,4,2,7,0
Antonio Gibson,76,WAS,3,12,20,115,3,7,5,21,0
James Robinson,81,JAX,1,12,22,128,1,6,5,31,0
Nick Chubb,95,CLE,1,12,19,144,1,3,3,32,0
Latavius Murray,82,NO,2,12,19,124,2,1,1,2,0
David Montgomery,79,CHI,1,12,11,103,0,6,5,40,1
Kenyan Drake,81,ARI,1,12,22,78,2,4,3,15,0
Austin Ekeler,86,LAC,1,12,14,44,0,16,11,85,0
Wayne Gallman,72,NYG,1,12,24,94,1,5,3,-3,0
Adrian Peterson,76,DET,1,12,15,55,2,0,0,0,0
Nyheim Hines,82,IND,2,12,10,29,0,10,8,66,0
Ito Smith,80,ATL,3,12,12,65,1,5,4,10,0
Duke Johnson,74,HOU,2,12,9,37,0,4,3,43,1
James White,81,NE,1,12,5,18,2,1,1,-1,0
Cam Akers,77,LAR,1,12,9,84,1,0,0,0,0
Chris Carson,89,SEA,1,12,8,41,1,2,2,18,0
Jamaal Williams,78,GB,2,12,17,73,1,0,0,0,0
Kerryon Johnson,76,DET,2,12,11,46,0,4,4,52,0
Frank Gore,79,NYJ,1,12,18,74,0,3,3,12,0
Devin Singletary,79,BUF,1,12,11,82,0,3,3,20,0
Mike Davis,78,CAR,1,12,15,55,0,6,3,24,0
Raheem Mostert,84,SF,1,12,16,43,1,2,2,0,0
Dalvin Cook,97,MIN,1,12,18,61,0,4,4,21,0
Aaron Jones,88,GB,1,12,17,90,0,2,1,0,0
Boston Scott,70,PHI,2,12,2,7,0,6,5,40,0
Joshua Kelley,67,LAC,3,12,7,35,1,0,0,0,0
Zack Moss,68,BUF,2,12,9,59,0,2,2,9,0
Jordan Wilkins,73,IND,3,12,6,22,0,4,3,35,0
Chase Edmonds,79,ARI,2,12,6,29,0,5,4,14,0
Deandre Washington,70,KC,4,12,13,49,0,5,2,11,0
Gus Edwards,81,BAL,2,12,9,10,1,0,0,0,0
Giovani Bernard,81,CIN,1,12,8,32,0,3,2,17,0
CJ Prosise,69,HOU,3,12,5,12,0,1,1,2,1
Kareem Hunt,84,CLE,2,12,10,62,0,2,0,0,0
Miles Sanders,84,PHI,1,12,6,15,0,3,2,7,0
Alvin Kamara,92,NO,1,12,11,54,0,2,1,-2,0
Justice Hill,72,BAL,3,12,9,35,0,2,2,5,0
Peyton Barber,73,WAS,1,12,11,57,0,0,0,0,0
Brian Hill,67,ATL,2,12,13,55,0,1,0,0,0
Josh Jacobs,91,LV,1,12,7,27,0,3,3,17,0
Matt Breida,77,MIA,2,12,8,36,0,2,2,17,0
Jerick McKinnon,75,SF,3,12,3,21,0,3,2,11,0
Le'Veon Bell,79,KC,2,12,5,22,0,2,2,10,0
Royce Freeman,75,DEN,2,12,8,50,0,0,0,0,0
Leonard Fournette,81,TB,1,12,3,10,0,3,3,10,0
Clyde Edwards-Helaire,83,KC,1,12,11,37,0,1,1,2,0
Carlos Hyde,79,SEA,2,12,15,22,0,3,2,7,0
JD McKissic,77,WAS,2,12,1,6,0,2,2,21,0
Damien Harris,70,NE,1,12,14,47,0,0,0,0,0
Jonathan Williams,67,DET,5,12,1,5,0,4,4,21,0
Tony Pollard,79,DAL,2,12,4,12,0,2,2,10,0
Melvin Gordon,83,DEN,1,12,12,31,0,0,0,0,0
Ezekiel Elliott,88,DAL,1,12,10,32,0,3,1,7,0
Trenton Cannon,69,CAR,3,12,3,17,0,1,1,1,0
D'Onta Foreman,77,TEN,4,12,4,28,0,0,0,0,0
Dion Lewis,76,NYG,2,12,2,10,0,3,1,7,0
Khari Blasingame,67,TEN,3,12,0,0,0,1,1,16,0
Jeffery Wilson,67,SF,4,12,12,43,0,0,0,0,0
Trayveon Williams,67,CIN,3,12,1,-2,0,1,1,13,0
Jeremy McNichols,69,TEN,2,12,8,20,0,1,0,0,0
Phillip Lindsay,82,DEN,1,12,9,20,0,0,0,0,0
Ryan Nall,67,CHI,2,12,0,0,0,1,1,10,0
Malcolm Brown,70,LAR,2,12,3,4,0,3,2,15,0
Darrell Henderson,73,LAR,1,12,10,19,0,1,0,0,0
Devontae Booker,71,LV,2,12,5,6,0,4,1,-1,0
Ty Johnson,67,NYJ,1,12,2,3,0,2,1,1,0
Samaje Perine,69,CIN,2,12,0,0,0,1,1,2,0
Troymaine Pope,67,LAC,4,12,1,-1,0,1,1,2,0
Alfred Morris,74,NYG,3,12,4,8,0,0,0,0,0
Alexander Mattison,73,MIN,2,12,2,6,0,0,0,0,0
Dwayne Washington,67,NO,3,12,3,6,0,0,0,0,0
Corey Clement,76,PHI,3,12,1,6,0,0,0,0,0
Tony Brooks-James,74,ATL,4,12,3,4,0,0,0,0,0
Josh Adams,69,NYJ,2,12,1,1,0,0,0,0,0
David Montgomery,79,CHI,1,13,17,72,2,4,4,39,0
Dalvin Cook,97,MIN,1,13,32,120,0,9,6,59,0
Aaron Jones,88,GB,1,13,15,130,1,3,3,18,0
James Robinson,81,JAX,1,13,18,78,1,6,6,30,0
Jonathan Taylor,81,IND,1,13,13,91,0,3,3,44,1
Chris Carson,89,SEA,1,13,13,65,0,6,3,45,1
Ty Johnson,67,NYJ,1,13,22,104,1,2,2,13,0
JD McKissic,77,WAS,2,13,5,8,0,10,10,70,0
Alvin Kamara,92,NO,1,13,15,88,1,3,2,9,0
Adrian Peterson,76,DET,1,13,16,57,2,1,0,0,0
Nick Chubb,95,CLE,1,13,18,80,1,1,1,26,0
Alfred Morris,74,NYG,3,13,8,39,1,1,1,6,1
Cam Akers,77,LAR,1,13,21,72,1,1,1,22,0
Darrell Henderson,73,LAR,1,13,3,49,1,3,2,25,0
Melvin Gordon,83,DEN,1,13,15,131,0,2,1,11,0
Myles Gaskin,76,MIA,1,13,21,90,0,2,2,51,0
Kenyan Drake,81,ARI,1,13,10,49,1,3,2,9,0
Ezekiel Elliott,88,DAL,1,13,18,77,0,6,4,18,0
Wayne Gallman,72,NYG,1,13,16,135,0,0,0,0,0
J.K. Dobbins,77,BAL,1,13,11,71,1,0,0,0,0
Nyheim Hines,82,IND,2,13,6,10,1,3,3,22,0
Devin Singletary,79,BUF,1,13,18,61,0,4,3,22,0
Austin Ekeler,86,LAC,1,13,8,36,0,9,4,32,0
Jeremy McNichols,69,TEN,2,13,2,2,1,4,3,15,0
Damien Harris,70,NE,1,13,16,80,0,1,1,15,0
Gus Edwards,81,BAL,2,13,7,101,0,0,0,0,0
Kareem Hunt,84,CLE,2,13,14,33,0,3,3,24,0
Peyton Barber,73,WAS,1,13,14,23,1,0,0,0,0
Jeffery Wilson,67,SF,4,13,7,47,0,5,2,12,0
Le'Veon Bell,79,KC,2,13,11,40,0,3,2,15,0
Josh Adams,69,NYJ,2,13,8,74,0,0,0,0,0
Kalen Ballage,67,NYJ,4,13,7,34,0,4,3,5,0
Sony Michel,82,NE,1,13,10,35,0,1,1,23,0
Chase Edmonds,79,ARI,2,13,6,28,0,6,2,15,0
Devontae Booker,71,LV,2,13,16,50,0,2,1,1,0
Derrick Henry,93,TEN,1,13,15,60,0,1,1,9,0
Jamaal Williams,78,GB,2,13,5,26,0,2,2,10,0
Raheem Mostert,84,SF,1,13,9,42,0,1,1,1,0
Giovani Bernard,81,CIN,1,13,12,30,0,2,2,-1,0
Ito Smith,80,ATL,3,13,8,36,0,2,1,-2,0
Jaylen Samuels,72,PIT,2,13,1,1,0,4,3,11,0
Patrick Laird,67,MIA,5,13,3,6,0,3,2,16,0
Carlos Hyde,79,SEA,2,13,2,1,0,3,3,10,0
Mark Ingram,79,BAL,1,13,6,28,0,1,1,1,0
Ameer Abdullah,67,MIN,3,13,2,11,0,1,1,18,0
Tony Pollard,79,DAL,2,13,8,22,0,1,1,6,0
Jordan Wilkins,73,IND,3,13,5,12,0,2,2,6,0
Latavius Murray,82,NO,2,13,5,17,0,2,2,0,0
Malcolm Brown,70,LAR,2,13,3,-3,0,1,1,30,0
James White,81,NE,1,13,0,0,0,4,3,1,0
DeeJay Dallas,67,SEA,4,13,0,0,0,3,2,11,0
Kerryon Johnson,76,DET,2,13,3,3,0,3,2,8,0
Miles Sanders,84,PHI,1,13,10,31,0,1,0,0,0
Todd Gurley,78,ATL,1,13,8,16,0,1,1,4,0
Jalen Richard,77,LV,3,13,4,11,0,1,1,6,0
Phillip Lindsay,82,DEN,1,13,14,26,0,1,0,0,0
Zack Moss,68,BUF,2,13,3,9,0,1,1,5,0
Joshua Kelley,67,LAC,3,13,0,0,0,2,2,3,0
Theo Riddick,76,LV,3,13,3,6,0,1,1,3,0
Jordan Howard,78,MIA,1,13,4,19,0,0,0,0,0
Brian Hill,67,ATL,2,13,5,18,0,0,0,0,0
D'Ernest Johnson,67,CLE,3,13,0,0,0,1,1,5,0
Justice Hill,72,BAL,3,13,0,0,0,1,1,4,0
Antonio Gibson,76,WAS,3,13,2,14,0,0,0,0,0
Boston Scott,70,PHI,2,13,2,9,0,2,0,0,0
Elijhaa Penny,70,NYG,1,13,2,8,0,0,0,0,0
Dare Ogunbowale,67,JAX,2,13,2,7,0,2,0,0,0
Samaje Perine,69,CIN,2,13,3,7,0,0,0,0,0
Dion Lewis,76,NYG,2,13,3,6,0,0,0,0,0
Frank Gore,79,NYJ,1,13,1,2,0,0,0,0,0
Derrick Henry,93,TEN,1,14,26,215,2,2,2,7,0
Jonathan Taylor,81,IND,1,14,20,150,2,2,2,15,0
Miles Sanders,84,PHI,1,14,14,115,2,5,4,21,0
Kareem Hunt,84,CLE,2,14,6,33,1,7,6,77,1
Mike Davis,78,CAR,1,14,11,51,2,6,5,42,0
David Montgomery,79,CHI,1,14,11,113,1,4,3,42,0
Nick Chubb,95,CLE,1,14,17,82,2,2,2,21,0
Austin Ekeler,86,LAC,1,14,15,79,0,9,9,67,0
Alvin Kamara,92,NO,1,14,11,50,1,10,7,44,0
Cam Akers,77,LAR,1,14,29,171,0,3,2,23,0
Dalvin Cook,97,MIN,1,14,22,102,1,4,2,8,0
Chris Carson,89,SEA,1,14,12,76,1,5,3,22,0
Gus Edwards,81,BAL,2,14,7,49,2,1,1,4,0
Kenyan Drake,81,ARI,1,14,23,80,1,1,1,10,0
Clyde Edwards-Helaire,83,KC,1,14,16,32,0,6,5,59,0
J.K. Dobbins,77,BAL,1,14,13,53,1,0,0,0,0
Tony Pollard,79,DAL,2,14,11,39,0,2,2,9,1
James Robinson,81,JAX,1,14,12,67,0,4,4,16,0
Melvin Gordon,83,DEN,1,14,13,68,0,3,3,23,0
Nyheim Hines,82,IND,2,14,7,58,0,4,4,17,0
JD McKissic,77,WAS,2,14,11,68,0,4,2,18,0
Josh Jacobs,91,LV,1,14,13,49,0,5,3,25,0
Wayne Gallman,72,NYG,1,14,12,57,0,4,3,16,0
Aaron Jones,88,GB,1,14,15,69,0,3,2,6,0
Jeffery Wilson,67,SF,4,14,11,31,1,3,1,13,0
Chase Edmonds,79,ARI,2,14,7,32,0,5,4,21,0
Trayveon Williams,67,CIN,3,14,12,49,0,3,3,14,0
Raheem Mostert,84,SF,1,14,14,65,0,4,2,5,0
Kerryon Johnson,76,DET,2,14,2,3,1,1,1,10,0
Jalen Richard,77,LV,3,14,2,10,0,5,4,31,0
Ezekiel Elliott,88,DAL,1,14,12,48,0,3,2,11,0
Deandre Washington,70,KC,4,14,13,35,0,4,2,17,0
Devine Ozigbo,67,JAX,3,14,0,0,0,4,4,30,0
Carlos Hyde,79,SEA,2,14,15,66,0,0,0,0,0
Jaylen Samuels,72,PIT,2,14,4,15,0,4,3,18,0
Samaje Perine,69,CIN,2,14,10,32,0,2,2,9,0
Damien Harris,70,NE,1,14,11,50,0,2,1,0,0
Peyton Barber,73,WAS,1,14,12,37,0,3,2,1,0
Le'Veon Bell,79,KC,2,14,2,21,0,3,2,14,0
Ito Smith,80,ATL,3,14,11,42,0,1,1,3,0
Dion Lewis,76,NYG,2,14,2,14,1,0,0,0,0
Giovani Bernard,81,CIN,1,14,3,8,0,3,3,15,0
Phillip Lindsay,82,DEN,1,14,11,24,0,2,2,7,0
Todd Gurley,78,ATL,1,14,6,19,0,3,2,12,0
Josh Adams,69,NYJ,2,14,6,27,0,2,2,3,0
Justin Jackson,73,LAC,2,14,3,9,0,3,3,10,0
Devontae Booker,71,LV,2,14,4,8,0,3,3,11,0
LeSean McCoy,83,TB,2,14,4,32,0,1,1,3,0
Devin Singletary,79,BUF,1,14,7,32,0,1,1,2,0
Zack Moss,68,BUF,2,14,13,43,0,1,0,0,0
Ameer Abdullah,67,MIN,3,14,3,11,0,2,2,10,0
Adrian Peterson,76,DET,1,14,4,7,0,1,1,23,0
Jamaal Williams,78,GB,2,14,10,38,0,0,0,0,0
Patrick Laird,67,MIA,5,14,4,19,0,1,1,4,0
Kalen Ballage,67,NYJ,4,14,7,14,0,2,1,6,0
James White,81,NE,1,14,3,16,0,2,1,2,0
Boston Scott,70,PHI,2,14,3,6,0,1,1,11,0
Brian Hill,67,ATL,2,14,1,3,0,1,1,12,0
Dare Ogunbowale,67,JAX,2,14,0,0,0,1,1,12,0
Sony Michel,82,NE,1,14,7,22,0,1,0,0,0
Mike Boone,67,MIN,4,14,2,8,0,1,1,4,0
CJ Prosise,69,HOU,3,14,1,2,0,1,1,10,0
Frank Gore,79,NYJ,1,14,8,23,0,1,1,8,0
Jeremy McNichols,69,TEN,2,14,11,9,0,1,1,0,0
James Conner,80,PIT,1,14,10,18,0,0,0,0,0
Jordan Wilkins,73,IND,3,14,1,3,0,2,1,4,0
Latavius Murray,82,NO,2,14,4,13,0,1,1,-6,0
Ty Johnson,67,NYJ,1,14,8,16,0,0,0,0,0
DeeJay Dallas,67,SEA,4,14,4,7,0,0,0,0,0
Alfred Morris,74,NYG,3,14,3,7,0,0,0,0,0
Darrell Henderson,73,LAR,1,14,2,5,0,0,0,0,0
Justice Hill,72,BAL,3,14,1,4,0,0,0,0,0
Tony Pollard,79,DAL,2,15,12,69,2,9,6,63,0
David Montgomery,79,CHI,1,15,32,146,2,2,1,16,0
Dalvin Cook,97,MIN,1,15,24,132,1,5,5,27,0
JD McKissic,77,WAS,2,15,13,51,0,10,9,56,1
Derrick Henry,93,TEN,1,15,24,147,1,2,2,5,0
Aaron Jones,88,GB,1,15,20,145,1,4,3,13,0
Melvin Gordon,83,DEN,1,15,11,61,2,4,4,20,0
Giovani Bernard,81,CIN,1,15,25,83,1,1,1,14,1
Leonard Fournette,81,TB,1,15,14,49,2,5,3,16,0
Josh Jacobs,91,LV,1,15,26,76,1,3,3,38,0
Jonathan Taylor,81,IND,1,15,16,83,1,5,4,12,0
Alvin Kamara,92,NO,1,15,11,54,0,6,3,40,1
Ty Johnson,67,NYJ,1,15,3,16,0,6,6,39,1
Devin Singletary,79,BUF,1,15,8,68,1,3,3,16,0
Chase Edmonds,79,ARI,2,15,11,47,0,5,3,19,1
J.K. Dobbins,77,BAL,1,15,14,64,1,1,1,17,0
Nick Chubb,95,CLE,1,15,15,50,1,2,2,16,0
Le'Veon Bell,79,KC,2,15,15,62,1,1,1,14,0
Carlos Hyde,79,SEA,2,15,2,55,1,3,2,8,0
James Robinson,81,JAX,1,15,16,35,0,3,3,18,1
Darrynton Evans,71,TEN,5,15,8,30,0,2,2,27,1
Frank Gore,79,NYJ,1,15,23,59,1,1,1,6,0
Jeffery Wilson,67,SF,4,15,16,60,1,4,0,0,0
Austin Ekeler,86,LAC,1,15,13,60,0,4,4,19,0
Latavius Murray,82,NO,2,15,4,3,0,3,2,26,1
Miles Sanders,84,PHI,1,15,17,64,0,2,1,26,0
Gus Edwards,81,BAL,2,15,9,42,0,2,2,36,0
James White,81,NE,1,15,2,3,0,4,4,52,0
Clyde Edwards-Helaire,83,KC,1,15,14,79,0,3,1,4,0
Sony Michel,82,NE,1,15,10,74,0,1,1,8,0
Chris Carson,89,SEA,1,15,15,63,0,3,2,6,0
Matt Breida,77,MIA,2,15,12,86,0,0,0,0,0
Mike Davis,78,CAR,1,15,14,59,0,2,2,2,0
Zack Moss,68,BUF,2,15,13,81,0,0,0,0,0
Phillip Lindsay,82,DEN,1,15,11,38,0,3,3,7,0
Nyheim Hines,82,IND,2,15,5,43,0,3,2,11,0
Cam Akers,77,LAR,1,15,15,63,0,3,1,-1,0
Kalen Ballage,67,NYJ,4,15,8,11,1,0,0,0,0
Raheem Mostert,84,SF,1,15,14,68,0,0,0,0,0
Peyton Barber,73,WAS,1,15,4,5,1,1,0,0,0
LeSean McCoy,83,TB,2,15,0,0,0,3,3,32,0
Kenyan Drake,81,ARI,1,15,10,26,0,2,2,14,0
Kareem Hunt,84,CLE,2,15,7,21,0,3,3,7,0
Ito Smith,80,ATL,3,15,6,24,0,3,2,9,0
Patrick Laird,67,MIA,5,15,2,20,0,2,2,12,0
Jerick McKinnon,75,SF,3,15,0,0,0,2,2,22,0
Jamaal Williams,78,GB,2,15,1,6,0,2,2,14,0
Alfred Morris,74,NYG,3,15,7,39,0,0,0,0,0
Dion Lewis,76,NYG,2,15,1,4,0,2,2,14,0
Dare Ogunbowale,67,JAX,2,15,2,17,0,1,1,8,0
Todd Gurley,78,ATL,1,15,1,-1,0,2,2,15,0
Wayne Gallman,72,NYG,1,15,9,29,0,0,0,0,0
Brian Hill,67,ATL,2,15,5,-2,0,2,2,9,0
Jaylen Samuels,72,PIT,2,15,1,4,0,1,1,12,0
Alexander Mattison,73,MIN,2,15,1,1,0,1,1,14,0
D'Ernest Johnson,67,CLE,3,15,4,24,0,0,0,0,0
Adrian Peterson,76,DET,1,15,6,23,0,0,0,0,0
Elijhaa Penny,70,NYG,1,15,1,2,0,1,1,9,0
Malcolm Brown,70,LAR,2,15,1,4,0,1,1,6,0
Justice Hill,72,BAL,3,15,0,0,0,1,1,8,0
A.J. Dillon,70,GB,3,15,1,18,0,0,0,0,0
Boston Scott,70,PHI,2,15,0,0,0,1,1,7,0
Jalen Richard,77,LV,3,15,0,0,0,1,1,7,0
Jeremy McNichols,69,TEN,2,15,0,0,0,1,1,5,0
Devine Ozigbo,67,JAX,3,15,0,0,0,1,1,4,0
Samaje Perine,69,CIN,2,15,4,14,0,0,0,0,0
Darrell Henderson,73,LAR,1,15,1,-2,0,1,1,5,0
Devontae Booker,71,LV,2,15,3,12,0,0,0,0,0
Tevin Coleman,85,SF,2,15,3,11,0,0,0,0,0
Trayveon Williams,67,CIN,3,15,2,8,0,0,0,0,0
Joshua Kelley,67,LAC,3,15,2,8,0,0,0,0,0
Rashaad Penny,79,SEA,3,15,2,6,0,0,0,0,0
Royce Freeman,75,DEN,2,15,1,4,0,0,0,0,0
Ke'Shawn Vaughn,70,TB,2,15,2,4,0,1,0,0,0
JJ Taylor,67,NE,3,15,1,2,0,0,0,0,0
Alvin Kamara,92,NO,1,16,22,155,6,5,3,17,0
Myles Gaskin,76,MIA,1,16,14,87,0,5,5,82,2
Samaje Perine,69,CIN,2,16,13,95,2,4,4,41,0
Jeffery Wilson,67,SF,4,16,22,183,0,2,1,21,1
A.J. Dillon,70,GB,3,16,21,124,2,1,1,5,0
JD McKissic,77,WAS,2,16,4,15,0,10,8,77,1
Giovani Bernard,81,CIN,1,16,16,65,0,8,7,66,0
David Montgomery,79,CHI,1,16,23,95,1,2,2,26,0
Jonathan Taylor,81,IND,1,16,18,74,2,1,0,0,0
Miles Sanders,84,PHI,1,16,15,57,1,6,4,27,0
Ezekiel Elliott,88,DAL,1,16,19,105,0,4,4,34,0
Nick Chubb,95,CLE,1,16,11,28,1,5,5,38,0
James Conner,80,PIT,1,16,5,20,1,5,5,45,0
Dalvin Cook,97,MIN,1,16,15,73,1,2,2,12,0
Austin Ekeler,86,LAC,1,16,10,45,0,3,3,23,1
Leonard Fournette,81,TB,1,16,9,34,1,3,3,32,0
Kareem Hunt,84,CLE,2,16,4,11,1,5,3,41,0
Gus Edwards,81,BAL,2,16,15,85,0,2,2,37,0
J.K. Dobbins,77,BAL,1,16,11,77,1,1,0,0,0
Kenyan Drake,81,ARI,1,16,18,45,1,2,2,5,0
Aaron Jones,88,GB,1,16,10,94,0,3,2,14,0
Zack Moss,68,BUF,2,16,12,57,1,1,1,0,0
Latavius Murray,82,NO,2,16,12,72,0,3,3,24,0
Nyheim Hines,82,IND,2,16,8,44,0,5,5,20,0
Chris Carson,89,SEA,1,16,16,69,0,3,3,10,0
Dare Ogunbowale,67,JAX,2,16,14,71,0,5,3,7,0
Antonio Gibson,76,WAS,3,16,10,61,0,4,3,8,0
Derrick Henry,93,TEN,1,16,23,98,0,0,0,0,0
Brian Hill,67,ATL,2,16,7,36,0,3,3,25,0
Mike Davis,78,CAR,1,16,14,28,1,0,0,0,0
Todd Gurley,78,ATL,1,16,4,16,0,3,3,34,0
Melvin Gordon,83,DEN,1,16,16,79,0,0,0,0,0
Ke'Shawn Vaughn,70,TB,2,16,15,62,0,2,1,7,0
Wayne Gallman,72,NYG,1,16,6,27,0,2,2,26,0
Devin Singletary,79,BUF,1,16,10,36,0,2,2,16,0
Josh Jacobs,91,LV,1,16,13,69,0,2,0,0,0
Sony Michel,82,NE,1,16,10,69,0,0,0,0,0
James White,81,NE,1,16,4,14,0,3,3,23,0
Mike Boone,67,MIN,4,16,1,4,1,0,0,0,0
Frank Gore,79,NYJ,1,16,14,48,0,1,1,5,0
Darrell Henderson,73,LAR,1,16,12,62,0,0,0,0,0
Jerick McKinnon,75,SF,3,16,1,4,0,4,3,28,0
Ito Smith,80,ATL,3,16,10,46,0,1,1,5,0
Le'Veon Bell,79,KC,2,16,7,30,0,3,1,9,0
Kalen Ballage,67,NYJ,4,16,4,14,0,3,2,12,0
Malcolm Brown,70,LAR,2,16,7,27,0,3,1,8,0
Royce Freeman,75,DEN,2,16,2,16,0,2,2,7,0
Devontae Booker,71,LV,2,16,6,11,0,2,2,8,0
JJ Taylor,67,NE,3,16,6,38,0,0,0,0,0
Kerryon Johnson,76,DET,2,16,0,0,0,2,2,17,0
Carlos Hyde,79,SEA,2,16,2,8,0,1,1,18,0
Jalen Richard,77,LV,3,16,2,19,0,1,1,4,0
Tony Pollard,79,DAL,2,16,9,12,0,2,1,8,0
Chase Edmonds,79,ARI,2,16,0,0,0,3,2,8,0
LeVante Bellamy,67,DEN,3,16,3,11,0,1,1,5,0
Alfred Morris,74,NYG,3,16,3,4,0,1,1,9,0
Boston Scott,70,PHI,2,16,2,17,0,0,0,0,0
Craig Reynolds,77,JAX,5,16,1,4,0,1,1,3,0
Jeremy McNichols,69,TEN,2,16,0,0,0,1,1,6,0
Dion Lewis,76,NYG,2,16,1,15,0,0,0,0,0
LeSean McCoy,83,TB,2,16,0,0,0,1,1,5,0
Devine Ozigbo,67,JAX,3,16,1,1,0,1,1,3,0
Ty Johnson,67,NYJ,1,16,2,13,0,0,0,0,0
Tevin Coleman,85,SF,2,16,2,3,0,1,1,0,0
Salvon Ahmed,67,MIA,3,16,6,2,0,1,1,1,0
Ameer Abdullah,67,MIN,3,16,1,13,0,1,0,0,0
Adrian Peterson,76,DET,1,16,4,10,0,0,0,0,0
Peyton Barber,73,WAS,1,16,1,10,0,0,0,0,0
Rashaad Penny,79,SEA,3,16,3,9,0,0,0,0,0
Jordan Howard,78,MIA,1,16,3,8,0,0,0,0,0
Trayveon Williams,67,CIN,3,16,2,6,0,0,0,0,0
Justin Jackson,73,LAC,2,16,2,4,0,0,0,0,0
Darrynton Evans,71,TEN,5,16,1,3,0,2,0,0,0