,name,rtg,team,dep,week,att,yds,td,tgts,rec,rec yds,rec td,opponent
918,Boston Scott,70,PHI,2.0,13,2.0,9.0,0,2.0,0.0,0.0,0,GB
919,Elijhaa Penny,70,NYG,1.0,13,2.0,8.0,0,0.0,0.0,0.0,0,SEA
920,Dare Ogunbowale,67,JAX,2.0,13,2.0,7.0,0,2.0,0.0,0.0,0,MIN
921,Samaje Perine,69,CIN,2.0,13,3.0,7.0,0,0.0,0.0,0.0,0,MIA
922,Dion Lewis,76,NYG,2.0,13,3.0,6.0,0,0.0,0.0,0.0,0,SEA
923,Frank Gore,79,NYJ,1.0,13,1.0,2.0,0,0.0,0.0,0.0,0,LV
924,Derrick Henry,93,TEN,1.0,14,26.0,215.0,2,2.0,2.0,7.0,0,JAX
925,Jonathan Taylor,81,IND,1.0,14,20.0,150.0,2,2.0,2.0,15.0,0,LV
926,Miles Sanders,84,PHI,1.0,14,14.0,115.0,2,5.0,4.0,21.0,0,NO
927,Kareem Hunt,84,CLE,2.0,14,6.0,33.0,1,7.0,6.0,77.0,1,BAL
928,Mike Davis,78,CAR,1.0,14,11.0,51.0,2,6.0,5.0,42.0,0,DEN
929,David Montgomery,79,CHI,1.0,14,11.0,113.0,1,4.0,3.0,42.0,0,HOU
930,Nick Chubb,95,CLE,1.0,14,17.0,82.0,2,2.0,2.0,21.0,0,BAL
931,Austin Ekeler,86,LAC,1.0,14,15.0,79.0,0,9.0,9.0,67.0,0,ATL
932,Alvin Kamara,92,NO,1.0,14,11.0,50.0,1,10.0,7.0,44.0,0,PHI
933,Cam Akers,77,LAR,1.0,14,29.0,171.0,0,3.0,2.0,23.0,0,NE
934,Dalvin Cook,97,MIN,1.0,14,22.0,102.0,1,4.0,2.0,8.0,0,TB
935,Chris Carson,89,SEA,1.0,14,12.0,76.0,1,5.0,3.0,22.0,0,NYJ
936,Gus Edwards,81,BAL,2.0,14,7.0,49.0,2,1.0,1.0,4.0,0,CLE
937,Kenyan Drake,81,ARI,1.0,14,23.0,80.0,1,1.0,1.0,10.0,0,NYG
938,Clyde Edwards-Helaire,83,KC,1.0,14,16.0,32.0,0,6.0,5.0,59.0,0,MIA
939,J.K. Dobbins,77,BAL,1.0,14,13.0,53.0,1,0.0,0.0,0.0,0,CLE
940,Tony Pollard,79,DAL,2.0,14,11.0,39.0,0,2.0,2.0,9.0,1,CIN
941,James Robinson,81,JAX,1.0,14,12.0,67.0,0,4.0,4.0,16.0,0,TEN
942,Melvin Gordon,83,DEN,1.0,14,13.0,68.0,0,3.0,3.0,23.0,0,CAR
943,Nyheim Hines,82,IND,2.0,14,7.0,58.0,0,4.0,4.0,17.0,0,LV
944,JD McKissic,77,WAS,2.0,14,11.0,68.0,0,4.0,2.0,18.0,0,SF
945,Josh Jacobs,91,LV,1.0,14,13.0,49.0,0,5.0,3.0,25.0,0,IND
946,Wayne Gallman,72,NYG,1.0,14,12.0,57.0,0,4.0,3.0,16.0,0,ARI
947,Aaron Jones,88,GB,1.0,14,15.0,69.0,0,3.0,2.0,6.0,0,DET
948,Jeffery Wilson,67,SF,4.0,14,11.0,31.0,1,3.0,1.0,13.0,0,WAS
949,Chase Edmonds,79,ARI,2.0,14,7.0,32.0,0,5.0,4.0,21.0,0,NYG
950,Trayveon Williams,67,CIN,3.0,14,12.0,49.0,0,3.0,3.0,14.0,0,DAL
951,Raheem Mostert,84,SF,1.0,14,14.0,65.0,0,4.0,2.0,5.0,0,WAS
952,Kerryon Johnson,76,DET,2.0,14,2.0,3.0,1,1.0,1.0,10.0,0,GB
953,Jalen Richard,77,LV,3.0,14,2.0,10.0,0,5.0,4.0,31.0,0,IND
954,Ezekiel Elliott,88,DAL,1.0,14,12.0,48.0,0,3.0,2.0,11.0,0,CIN
955,Deandre Washington,70,KC,4.0,14,13.0,35.0,0,4.0,2.0,17.0,0,MIA
956,Devine Ozigbo,67,JAX,3.0,14,0.0,0.0,0,4.0,4.0,30.0,0,TEN
957,Carlos Hyde,79,SEA,2.0,14,15.0,66.0,0,0.0,0.0,0.0,0,NYJ
958,Jaylen Samuels,72,PIT,2.0,14,4.0,15.0,0,4.0,3.0,18.0,0,BUF
959,Samaje Perine,69,CIN,2.0,14,10.0,32.0,0,2.0,2.0,9.0,0,DAL
960,Damien Harris,70,NE,1.0,14,11.0,50.0,0,2.0,1.0,0.0,0,LAR
961,Peyton Barber,73,WAS,1.0,14,12.0,37.0,0,3.0,2.0,1.0,0,SF
962,Le'Veon Bell,79,KC,2.0,14,2.0,21.0,0,3.0,2.0,14.0,0,MIA
963,Ito Smith,80,ATL,3.0,14,11.0,42.0,0,1.0,1.0,3.0,0,LAC
964,Dion Lewis,76,NYG,2.0,14,2.0,14.0,1,0.0,0.0,0.0,0,ARI
965,Giovani Bernard,81,CIN,1.0,14,3.0,8.0,0,3.0,3.0,15.0,0,DAL
966,Phillip Lindsay,82,DEN,1.0,14,11.0,24.0,0,2.0,2.0,7.0,0,CAR
967,Todd Gurley,78,ATL,1.0,14,6.0,19.0,0,3.0,2.0,12.0,0,LAC
968,Josh Adams,69,NYJ,2.0,14,6.0,27.0,0,2.0,2.0,3.0,0,SEA
969,Justin Jackson,73,LAC,2.0,14,3.0,9.0,0,3.0,3.0,10.0,0,ATL
970,Devontae Booker,71,LV,2.0,14,4.0,8.0,0,3.0,3.0,11.0,0,IND
971,LeSean McCoy,83,TB,2.0,14,4.0,32.0,0,1.0,1.0,3.0,0,MIN
972,Devin Singletary,79,BUF,1.0,14,7.0,32.0,0,1.0,1.0,2.0,0,PIT
973,Zack Moss,68,BUF,2.0,14,13.0,43.0,0,1.0,0.0,0.0,0,PIT
974,Ameer Abdullah,67,MIN,3.0,14,3.0,11.0,0,2.0,2.0,10.0,0,TB
975,Adrian Peterson,76,DET,1.0,14,4.0,7.0,0,1.0,1.0,23.0,0,GB
976,Jamaal Williams,78,GB,2.0,14,10.0,38.0,0,0.0,0.0,0.0,0,DET
977,Patrick Laird,67,MIA,5.0,14,4.0,19.0,0,1.0,1.0,4.0,0,KC
978,Kalen Ballage,67,NYJ,4.0,14,7.0,14.0,0,2.0,1.0,6.0,0,SEA
979,James White,81,NE,1.0,14,3.0,16.0,0,2.0,1.0,2.0,0,LAR
980,Boston Scott,70,PHI,2.0,14,3.0,6.0,0,1.0,1.0,11.0,0,NO
981,Brian Hill,67,ATL,2.0,14,1.0,3.0,0,1.0,1.0,12.0,0,LAC
982,Dare Ogunbowale,67,JAX,2.0,14,0.0,0.0,0,1.0,1.0,12.0,0,TEN
983,Sony Michel,82,NE,1.0,14,7.0,22.0,0,1.0,0.0,0.0,0,LAR
984,Mike Boone,67,MIN,4.0,14,2.0,8.0,0,1.0,1.0,4.0,0,TB
985,CJ Prosise,69,HOU,3.0,14,1.0,2.0,0,1.0,1.0,10.0,0,CHI
986,Frank Gore,79,NYJ,1.0,14,8.0,23.0,0,1.0,1.0,8.0,0,SEA
987,Jeremy McNichols,69,TEN,2.0,14,11.0,9.0,0,1.0,1.0,0.0,0,JAX
988,James Conner,80,PIT,1.0,14,10.0,18.0,0,0.0,0.0,0.0,0,BUF
989,Jordan Wilkins,73,IND,3.0,14,1.0,3.0,0,2.0,1.0,4.0,0,LV
990,Latavius Murray,82,NO,2.0,14,4.0,13.0,0,1.0,1.0,-6.0,0,PHI
991,Ty Johnson,67,NYJ,1.0,14,8.0,16.0,0,0.0,0.0,0.0,0,SEA
992,DeeJay Dallas,67,SEA,4.0,14,4.0,7.0,0,0.0,0.0,0.0,0,NYJ
993,Alfred Morris,74,NYG,3.0,14,3.0,7.0,0,0.0,0.0,0.0,0,ARI
994,Darrell Henderson,73,LAR,1.0,14,2.0,5.0,0,0.0,0.0,0.0,0,NE
995,Justice Hill,72,BAL,3.0,14,1.0,4.0,0,0.0,0.0,0.0,0,CLE
996,Tony Pollard,79,DAL,2.0,15,12.0,69.0,2,9.0,6.0,63.0,0,SF
997,David Montgomery,79,CHI,1.0,15,32.0,146.0,2,2.0,1.0,16.0,0,MIN
998,Dalvin Cook,97,MIN,1.0,15,24.0,132.0,1,5.0,5.0,27.0,0,CHI
999,JD McKissic,77,WAS,2.0,15,13.0,51.0,0,10.0,9.0,56.0,1,SEA
1000,Derrick Henry,93,TEN,1.0,15,24.0,147.0,1,2.0,2.0,5.0,0,DET
1001,Aaron Jones,88,GB,1.0,15,20.0,145.0,1,4.0,3.0,13.0,0,CAR
1002,Melvin Gordon,83,DEN,1.0,15,11.0,61.0,2,4.0,4.0,20.0,0,BUF
1003,Giovani Bernard,81,CIN,1.0,15,25.0,83.0,1,1.0,1.0,14.0,1,PIT
1004,Leonard Fournette,81,TB,1.0,15,14.0,49.0,2,5.0,3.0,16.0,0,ATL
1005,Josh Jacobs,91,LV,1.0,15,26.0,76.0,1,3.0,3.0,38.0,0,LAC
1006,Jonathan Taylor,81,IND,1.0,15,16.0,83.0,1,5.0,4.0,12.0,0,HOU
1007,Alvin Kamara,92,NO,1.0,15,11.0,54.0,0,6.0,3.0,40.0,1,KC
1008,Ty Johnson,67,NYJ,1.0,15,3.0,16.0,0,6.0,6.0,39.0,1,LAR
1009,Devin Singletary,79,BUF,1.0,15,8.0,68.0,1,3.0,3.0,16.0,0,DEN
1010,Chase Edmonds,79,ARI,2.0,15,11.0,47.0,0,5.0,3.0,19.0,1,PHI
1011,J.K. Dobbins,77,BAL,1.0,15,14.0,64.0,1,1.0,1.0,17.0,0,JAX
1012,Nick Chubb,95,CLE,1.0,15,15.0,50.0,1,2.0,2.0,16.0,0,NYG
1013,Le'Veon Bell,79,KC,2.0,15,15.0,62.0,1,1.0,1.0,14.0,0,NO
1014,Carlos Hyde,79,SEA,2.0,15,2.0,55.0,1,3.0,2.0,8.0,0,WAS
1015,James Robinson,81,JAX,1.0,15,16.0,35.0,0,3.0,3.0,18.0,1,BAL
1016,Darrynton Evans,71,TEN,5.0,15,8.0,30.0,0,2.0,2.0,27.0,1,DET
1017,Frank Gore,79,NYJ,1.0,15,23.0,59.0,1,1.0,1.0,6.0,0,LAR
1018,Jeffery Wilson,67,SF,4.0,15,16.0,60.0,1,4.0,0.0,0.0,0,DAL
1019,Austin Ekeler,86,LAC,1.0,15,13.0,60.0,0,4.0,4.0,19.0,0,LV
1020,Latavius Murray,82,NO,2.0,15,4.0,3.0,0,3.0,2.0,26.0,1,KC
1021,Miles Sanders,84,PHI,1.0,15,17.0,64.0,0,2.0,1.0,26.0,0,ARI
1022,Gus Edwards,81,BAL,2.0,15,9.0,42.0,0,2.0,2.0,36.0,0,JAX
1023,James White,81,NE,1.0,15,2.0,3.0,0,4.0,4.0,52.0,0,MIA
1024,Clyde Edwards-Helaire,83,KC,1.0,15,14.0,79.0,0,3.0,1.0,4.0,0,NO
1025,Sony Michel,82,NE,1.0,15,10.0,74.0,0,1.0,1.0,8.0,0,MIA
1026,Chris Carson,89,SEA,1.0,15,15.0,63.0,0,3.0,2.0,6.0,0,WAS
1027,Matt Breida,77,MIA,2.0,15,12.0,86.0,0,0.0,0.0,0.0,0,NE
1028,Mike Davis,78,CAR,1.0,15,14.0,59.0,0,2.0,2.0,2.0,0,GB
1029,Zack Moss,68,BUF,2.0,15,13.0,81.0,0,0.0,0.0,0.0,0,DEN
1030,Phillip Lindsay,82,DEN,1.0,15,11.0,38.0,0,3.0,3.0,7.0,0,BUF
1031,Nyheim Hines,82,IND,2.0,15,5.0,43.0,0,3.0,2.0,11.0,0,HOU
1032,Cam Akers,77,LAR,1.0,15,15.0,63.0,0,3.0,1.0,-1.0,0,NYJ
1033,Kalen Ballage,67,NYJ,4.0,15,8.0,11.0,1,0.0,0.0,0.0,0,LAR
1034,Raheem Mostert,84,SF,1.0,15,14.0,68.0,0,0.0,0.0,0.0,0,DAL
1035,Peyton Barber,73,WAS,1.0,15,4.0,5.0,1,1.0,0.0,0.0,0,SEA
1036,LeSean McCoy,83,TB,2.0,15,0.0,0.0,0,3.0,3.0,32.0,0,ATL
1037,Kenyan Drake,81,ARI,1.0,15,10.0,26.0,0,2.0,2.0,14.0,0,PHI
1038,Kareem Hunt,84,CLE,2.0,15,7.0,21.0,0,3.0,3.0,7.0,0,NYG
1039,Ito Smith,80,ATL,3.0,15,6.0,24.0,0,3.0,2.0,9.0,0,GB
1040,Patrick Laird,67,MIA,5.0,15,2.0,20.0,0,2.0,2.0,12.0,0,NE
1041,Jerick McKinnon,75,SF,3.0,15,0.0,0.0,0,2.0,2.0,22.0,0,DAL
1042,Jamaal Williams,78,GB,2.0,15,1.0,6.0,0,2.0,2.0,14.0,0,CAR
1043,Alfred Morris,74,NYG,3.0,15,7.0,39.0,0,0.0,0.0,0.0,0,CLE
1044,Dion Lewis,76,NYG,2.0,15,1.0,4.0,0,2.0,2.0,14.0,0,CLE
1045,Dare Ogunbowale,67,JAX,2.0,15,2.0,17.0,0,1.0,1.0,8.0,0,BAL
1046,Todd Gurley,78,ATL,1.0,15,1.0,-1.0,0,2.0,2.0,15.0,0,GB
1047,Wayne Gallman,72,NYG,1.0,15,9.0,29.0,0,0.0,0.0,0.0,0,CLE
1048,Brian Hill,67,ATL,2.0,15,5.0,-2.0,0,2.0,2.0,9.0,0,GB
1049,Jaylen Samuels,72,PIT,2.0,15,1.0,4.0,0,1.0,1.0,12.0,0,CIN
1050,Alexander Mattison,73,MIN,2.0,15,1.0,1.0,0,1.0,1.0,14.0,0,CHI
1051,D'Ernest Johnson,67,CLE,3.0,15,4.0,24.0,0,0.0,0.0,0.0,0,NYG
1052,Adrian Peterson,76,DET,1.0,15,6.0,23.0,0,0.0,0.0,0.0,0,TEN
1053,Elijhaa Penny,70,NYG,1.0,15,1.0,2.0,0,1.0,1.0,9.0,0,CLE
1054,Malcolm Brown,70,LAR,2.0,15,1.0,4.0,0,1.0,1.0,6.0,0,NYJ
1055,Justice Hill,72,BAL,3.0,15,0.0,0.0,0,1.0,1.0,8.0,0,JAX
1056,A.J. Dillon,70,GB,3.0,15,1.0,18.0,0,0.0,0.0,0.0,0,CAR
1057,Boston Scott,70,PHI,2.0,15,0.0,0.0,0,1.0,1.0,7.0,0,ARI
1058,Jalen Richard,77,LV,3.0,15,0.0,0.0,0,1.0,1.0,7.0,0,LAC
1059,Jeremy McNichols,69,TEN,2.0,15,0.0,0.0,0,1.0,1.0,5.0,0,DET
1060,Devine Ozigbo,67,JAX,3.0,15,0.0,0.0,0,1.0,1.0,4.0,0,BAL
1061,Samaje Perine,69,CIN,2.0,15,4.0,14.0,0,0.0,0.0,0.0,0,PIT
1062,Darrell Henderson,73,LAR,1.0,15,1.0,-2.0,0,1.0,1.0,5.0,0,NYJ
1063,Devontae Booker,71,LV,2.0,15,3.0,12.0,0,0.0,0.0,0.0,0,LAC
1064,Tevin Coleman,85,SF,2.0,15,3.0,11.0,0,0.0,0.0,0.0,0,DAL
1065,Trayveon Williams,67,CIN,3.0,15,2.0,8.0,0,0.0,0.0,0.0,0,PIT
1066,Joshua Kelley,67,LAC,3.0,15,2.0,8.0,0,0.0,0.0,0.0,0,LV
1067,Rashaad Penny,79,SEA,3.0,15,2.0,6.0,0,0.0,0.0,0.0,0,WAS
1068,Royce Freeman,75,DEN,2.0,15,1.0,4.0,0,0.0,0.0,0.0,0,BUF
1069,Ke'Shawn Vaughn,70,TB,2.0,15,2.0,4.0,0,1.0,0.0,0.0,0,ATL
1070,JJ Taylor,67,NE,3.0,15,1.0,2.0,0,0.0,0.0,0.0,0,MIA
1071,Alvin Kamara,92,NO,1.0,16,22.0,155.0,6,5.0,3.0,17.0,0,MIN
1072,Myles Gaskin,76,MIA,1.0,16,14.0,87.0,0,5.0,5.0,82.0,2,LV
1073,Samaje Perine,69,CIN,2.0,16,13.0,95.0,2,4.0,4.0,41.0,0,HOU
1074,Jeffery Wilson,67,SF,4.0,16,22.0,183.0,0,2.0,1.0,21.0,1,ARI
1075,A.J. Dillon,70,GB,3.0,16,21.0,124.0,2,1.0,1.0,5.0,0,TEN
1076,JD McKissic,77,WAS,2.0,16,4.0,15.0,0,10.0,8.0,77.0,1,CAR
1077,Giovani Bernard,81,CIN,1.0,16,16.0,65.0,0,8.0,7.0,66.0,0,HOU
1078,David Montgomery,79,CHI,1.0,16,23.0,95.0,1,2.0,2.0,26.0,0,JAX
1079,Jonathan Taylor,81,IND,1.0,16,18.0,74.0,2,1.0,0.0,0.0,0,PIT
1080,Miles Sanders,84,PHI,1.0,16,15.0,57.0,1,6.0,4.0,27.0,0,DAL
1081,Ezekiel Elliott,88,DAL,1.0,16,19.0,105.0,0,4.0,4.0,34.0,0,PHI
1082,Nick Chubb,95,CLE,1.0,16,11.0,28.0,1,5.0,5.0,38.0,0,NYJ
1083,James Conner,80,PIT,1.0,16,5.0,20.0,1,5.0,5.0,45.0,0,IND
1084,Dalvin Cook,97,MIN,1.0,16,15.0,73.0,1,2.0,2.0,12.0,0,NO
1085,Austin Ekeler,86,LAC,1.0,16,10.0,45.0,0,3.0,3.0,23.0,1,DEN
1086,Leonard Fournette,81,TB,1.0,16,9.0,34.0,1,3.0,3.0,32.0,0,DET
1087,Kareem Hunt,84,CLE,2.0,16,4.0,11.0,1,5.0,3.0,41.0,0,NYJ
1088,Gus Edwards,81,BAL,2.0,16,15.0,85.0,0,2.0,2.0,37.0,0,NYG
1089,J.K. Dobbins,77,BAL,1.0,16,11.0,77.0,1,1.0,0.0,0.0,0,NYG
1090,Kenyan Drake,81,ARI,1.0,16,18.0,45.0,1,2.0,2.0,5.0,0,SF
1091,Aaron Jones,88,GB,1.0,16,10.0,94.0,0,3.0,2.0,14.0,0,TEN
1092,Zack Moss,68,BUF,2.0,16,12.0,57.0,1,1.0,1.0,0.0,0,NE
1093,Latavius Murray,82,NO,2.0,16,12.0,72.0,0,3.0,3.0,24.0,0,MIN
1094,Nyheim Hines,82,IND,2.0,16,8.0,44.0,0,5.0,5.0,20.0,0,PIT
1095,Chris Carson,89,SEA,1.0,16,16.0,69.0,0,3.0,3.0,10.0,0,LAR
1096,Dare Ogunbowale,67,JAX,2.0,16,14.0,71.0,0,5.0,3.0,7.0,0,CHI
1097,Antonio Gibson,76,WAS,3.0,16,10.0,61.0,0,4.0,3.0,8.0,0,CAR
1098,Derrick Henry,93,TEN,1.0,16,23.0,98.0,0,0.0,0.0,0.0,0,GB
1099,Brian Hill,67,ATL,2.0,16,7.0,36.0,0,3.0,3.0,25.0,0,KC
1100,Mike Davis,78,CAR,1.0,16,14.0,28.0,1,0.0,0.0,0.0,0,WAS
1101,Todd Gurley,78,ATL,1.0,16,4.0,16.0,0,3.0,3.0,34.0,0,KC
1102,Melvin Gordon,83,DEN,1.0,16,16.0,79.0,0,0.0,0.0,0.0,0,LAC
1103,Ke'Shawn Vaughn,70,TB,2.0,16,15.0,62.0,0,2.0,1.0,7.0,0,DET
1104,Wayne Gallman,72,NYG,1.0,16,6.0,27.0,0,2.0,2.0,26.0,0,BAL
1105,Devin Singletary,79,BUF,1.0,16,10.0,36.0,0,2.0,2.0,16.0,0,NE
1106,Josh Jacobs,91,LV,1.0,16,13.0,69.0,0,2.0,0.0,0.0,0,MIA
1107,Sony Michel,82,NE,1.0,16,10.0,69.0,0,0.0,0.0,0.0,0,BUF
1108,James White,81,NE,1.0,16,4.0,14.0,0,3.0,3.0,23.0,0,BUF
1109,Mike Boone,67,MIN,4.0,16,1.0,4.0,1,0.0,0.0,0.0,0,NO
1110,Frank Gore,79,NYJ,1.0,16,14.0,48.0,0,1.0,1.0,5.0,0,CLE
1111,Darrell Henderson,73,LAR,1.0,16,12.0,62.0,0,0.0,0.0,0.0,0,SEA
1112,Jerick McKinnon,75,SF,3.0,16,1.0,4.0,0,4.0,3.0,28.0,0,ARI
1113,Ito Smith,80,ATL,3.0,16,10.0,46.0,0,1.0,1.0,5.0,0,KC
1114,Le'Veon Bell,79,KC,2.0,16,7.0,30.0,0,3.0,1.0,9.0,0,ATL
1115,Kalen Ballage,67,NYJ,4.0,16,4.0,14.0,0,3.0,2.0,12.0,0,CLE
1116,Malcolm Brown,70,LAR,2.0,16,7.0,27.0,0,3.0,1.0,8.0,0,SEA
1117,Royce Freeman,75,DEN,2.0,16,2.0,16.0,0,2.0,2.0,7.0,0,LAC
1118,Devontae Booker,71,LV,2.0,16,6.0,11.0,0,2.0,2.0,8.0,0,MIA
1119,JJ Taylor,67,NE,3.0,16,6.0,38.0,0,0.0,0.0,0.0,0,BUF
1120,Kerryon Johnson,76,DET,2.0,16,0.0,0.0,0,2.0,2.0,17.0,0,TB
1121,Carlos Hyde,79,SEA,2.0,16,2.0,8.0,0,1.0,1.0,18.0,0,LAR
1122,Jalen Richard,77,LV,3.0,16,2.0,19.0,0,1.0,1.0,4.0,0,MIA
1123,Tony Pollard,79,DAL,2.0,16,9.0,12.0,0,2.0,1.0,8.0,0,PHI
1124,Chase Edmonds,79,ARI,2.0,16,0.0,0.0,0,3.0,2.0,8.0,0,SF
1125,LeVante Bellamy,67,DEN,3.0,16,3.0,11.0,0,1.0,1.0,5.0,0,LAC
1126,Alfred Morris,74,NYG,3.0,16,3.0,4.0,0,1.0,1.0,9.0,0,BAL
1127,Boston Scott,70,PHI,2.0,16,2.0,17.0,0,0.0,0.0,0.0,0,DAL
1128,Craig Reynolds,77,JAX,5.0,16,1.0,4.0,0,1.0,1.0,3.0,0,CHI
1129,Jeremy McNichols,69,TEN,2.0,16,0.0,0.0,0,1.0,1.0,6.0,0,GB
1130,Dion Lewis,76,NYG,2.0,16,1.0,15.0,0,0.0,0.0,0.0,0,BAL
1131,LeSean McCoy,83,TB,2.0,16,0.0,0.0,0,1.0,1.0,5.0,0,DET
1132,Devine Ozigbo,67,JAX,3.0,16,1.0,1.0,0,1.0,1.0,3.0,0,CHI
1133,Ty Johnson,67,NYJ,1.0,16,2.0,13.0,0,0.0,0.0,0.0,0,CLE
1134,Tevin Coleman,85,SF,2.0,16,2.0,3.0,0,1.0,1.0,0.0,0,ARI
1135,Salvon Ahmed,67,MIA,3.0,16,6.0,2.0,0,1.0,1.0,1.0,0,LV
1136,Ameer Abdullah,67,MIN,3.0,16,1.0,13.0,0,1.0,0.0,0.0,0,NO
1137,Adrian Peterson,76,DET,1.0,16,4.0,10.0,0,0.0,0.0,0.0,0,TB
1138,Peyton Barber,73,WAS,1.0,16,1.0,10.0,0,0.0,0.0,0.0,0,CAR
1139,Rashaad Penny,79,SEA,3.0,16,3.0,9.0,0,0.0,0.0,0.0,0,LAR
1140,Jordan Howard,78,MIA,1.0,16,3.0,8.0,0,0.0,0.0,0.0,0,LV
1141,Trayveon Williams,67,CIN,3.0,16,2.0,6.0,0,0.0,0.0,0.0,0,HOU
1142,Justin Jackson,73,LAC,2.0,16,2.0,4.0,0,0.0,0.0,0.0,0,DEN
1143,Darrynton Evans,71,TEN,5.0,16,1.0,3.0,0,2.0,0.0,0.0,0,GB
