,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
549,Geoff Swaim,71,TEN,4.0,11,1,1,9,0,0,0,0,BAL
550,Marcedes Lewis,75,GB,1.0,11,1,1,8,0,0,0,0,IND
551,Jared Cook,89,NO,1.0,11,1,1,6,0,0,0,0,ATL
552,Mo Alie-Cox,67,IND,1.0,11,2,2,16,0,0,0,0,GB
553,Nick Keizer,67,KC,2.0,11,1,1,5,0,0,0,0,LV
554,Jesse James,74,DET,2.0,11,2,1,3,0,0,0,0,CAR
555,Eric Saubert,73,JAX,4.0,11,1,1,3,0,0,0,0,PIT
556,Dallas Goedert,85,PHI,2.0,12,10,7,75,1,0,0,0,SEA
557,Evan Engram,83,NYG,1.0,12,9,6,129,0,0,0,0,CIN
558,Rob Gronkowski,87,TB,1.0,12,7,6,106,0,0,0,0,KC
559,Travis Kelce,96,KC,1.0,12,8,8,82,0,0,0,0,TB
560,Richard Rodgers,71,PHI,3.0,12,6,3,53,1,0,0,0,SEA
561,T.J. Hockenson,81,DET,1.0,12,8,5,89,0,0,0,0,HOU
562,Kyle Rudolph,80,MIN,1.0,12,8,7,68,0,0,0,0,CAR
563,Hunter Henry,85,LAC,1.0,12,10,7,67,0,0,0,0,BUF
564,Trey Burton,77,IND,2.0,12,6,3,42,1,0,0,0,TEN
565,Eric Ebron,85,PIT,1.0,12,11,7,54,0,0,0,0,BAL
566,Logan Thomas,80,WAS,1.0,12,4,4,20,1,1,3,0,DAL
567,Mike Gesicki,84,MIA,2.0,12,5,2,35,1,0,0,0,NYJ
568,Tyler Eifert,77,JAX,2.0,12,4,3,16,1,0,0,0,CLE
569,Marcedes Lewis,75,GB,1.0,12,4,2,16,1,0,0,0,CHI
570,Austin Hooper,87,CLE,1.0,12,2,2,13,1,0,0,0,JAX
571,Hayden Hurst,77,ATL,1.0,12,8,4,48,0,0,0,0,LV
572,Adam Shaheen,74,MIA,3.0,12,2,1,7,1,0,0,0,NYJ
573,Cameron Brate,76,TB,1.0,12,6,4,34,0,0,0,0,KC
574,Dalton Schultz,73,DAL,1.0,12,5,5,24,0,0,0,0,WAS
575,Dawson Knox,75,BUF,1.0,12,1,1,2,1,0,0,0,LAC
576,Darren Waller,93,LV,1.0,12,7,4,23,0,0,0,0,ATL
577,Jimmy Graham,78,CHI,2.0,12,4,3,32,0,0,0,0,GB
578,Geoff Swaim,71,TEN,4.0,12,3,3,30,0,0,0,0,IND
579,Drew Sample,70,CIN,1.0,12,5,4,40,0,0,0,0,NYG
580,Durham Smythe,69,MIA,1.0,12,3,3,19,0,0,0,0,NYJ
581,Mo Alie-Cox,67,IND,1.0,12,2,2,19,0,0,0,0,TEN
582,Jordan Reed,81,SF,1.0,12,6,2,18,0,0,0,0,LAR
583,James O'Shaughnessy,74,JAX,1.0,12,4,2,17,0,0,0,0,CLE
584,Gerald Everett,75,LAR,2.0,12,2,2,16,0,0,0,0,SF
585,Jacob Hollister,73,SEA,2.0,12,5,2,11,0,0,0,0,PHI
586,Maxx Williams,80,ARI,2.0,12,2,2,10,0,0,0,0,NE
587,Dan Arnold,67,ARI,1.0,12,3,1,17,0,0,0,0,NE
588,Noah Fant,85,DEN,1.0,12,2,1,13,0,0,0,0,NO
589,Chris Manhertz,70,CAR,2.0,12,1,1,11,0,0,0,0,MIN
590,Stephen Carlson,67,CLE,2.0,12,1,1,11,0,0,0,0,JAX
591,Jaeden Graham,67,ATL,3.0,12,2,1,11,0,0,0,0,LV
592,Jesse James,74,DET,2.0,12,1,1,10,0,0,0,0,HOU
593,Adam Trautman,70,NO,2.0,12,1,1,8,0,0,0,0,DEN
594,Cole Kmet,73,CHI,1.0,12,3,1,8,0,0,0,0,GB
595,Tyler Higbee,82,LAR,1.0,12,2,1,6,0,0,0,0,SF
596,Brandon Dillon,75,MIN,4.0,12,1,1,6,0,0,0,0,CAR
597,Cethan Carter,67,CIN,2.0,12,1,1,5,0,0,0,0,NYG
598,Jace Sternberger,73,GB,2.0,12,1,1,5,0,0,0,0,CHI
599,Tyler Conklin,71,MIN,2.0,12,2,1,5,0,0,0,0,CAR
600,Ian Thomas,75,CAR,1.0,12,2,1,4,0,0,0,0,MIN
601,Lee Smith,73,BUF,3.0,12,1,1,3,0,0,0,0,LAC
602,Ross Dwelley,68,SF,2.0,12,2,1,3,0,0,0,0,LAR
603,Deon Yelder,67,KC,4.0,12,1,1,2,0,0,0,0,TB
604,Jordan Akins,77,HOU,3.0,12,2,0,0,0,1,4,0,DET
605,Harrison Bryant,67,CLE,2.0,12,2,1,13,0,0,0,0,JAX
606,Darren Waller,93,LV,1.0,13,17,13,200,2,0,0,0,NYJ
607,Travis Kelce,96,KC,1.0,13,13,8,136,1,0,0,0,DEN
608,Logan Thomas,80,WAS,1.0,13,9,9,98,1,0,0,0,PIT
609,Mike Gesicki,84,MIA,2.0,13,11,9,88,1,0,0,0,CIN
610,Dan Arnold,67,ARI,1.0,13,3,2,61,2,0,0,0,LAR
611,T.J. Hockenson,81,DET,1.0,13,9,7,84,0,0,0,0,CHI
612,MyCole Pruitt,71,TEN,2.0,13,2,1,22,1,0,0,0,CLE
613,Cole Kmet,73,CHI,1.0,13,7,5,37,1,0,0,0,DET
614,Eric Ebron,85,PIT,1.0,13,11,7,68,0,0,0,0,WAS
615,Dawson Knox,75,BUF,1.0,13,4,4,27,1,0,0,0,SF
616,Tyler Higbee,82,LAR,1.0,13,6,4,24,1,0,0,0,ARI
617,Jordan Reed,81,SF,1.0,13,4,3,32,1,0,0,0,BUF
618,Drew Sample,70,CIN,1.0,13,7,7,49,0,0,0,0,MIA
619,Jared Cook,89,NO,1.0,13,5,3,28,1,0,0,0,ATL
620,Dallas Goedert,85,PHI,2.0,13,7,5,66,0,0,0,0,GB
621,Tyler Eifert,77,JAX,2.0,13,6,6,45,0,0,0,0,MIN
622,Gerald Everett,75,LAR,2.0,13,7,6,44,0,0,0,0,ARI
623,Anthony Firkser,70,TEN,3.0,13,7,5,51,0,0,0,0,CLE
624,Noah Fant,85,DEN,1.0,13,7,4,57,0,0,0,0,KC
625,Dalton Schultz,73,DAL,1.0,13,4,4,44,0,0,0,0,BAL
626,James O'Shaughnessy,74,JAX,1.0,13,6,4,41,0,0,0,0,MIN
627,Jesse James,74,DET,2.0,13,3,1,9,1,0,0,0,CHI
628,Evan Engram,83,NYG,1.0,13,8,4,32,0,0,0,0,SEA
629,Will Dissly,77,SEA,1.0,13,5,4,28,0,0,0,0,NYG
630,Charlie Woerner,67,SF,1.0,13,2,2,33,0,0,0,0,BUF
631,Mo Alie-Cox,67,IND,1.0,13,5,3,23,0,0,0,0,HOU
632,Zach Ertz,81,PHI,1.0,13,4,2,31,0,0,0,0,GB
633,Jacob Hollister,73,SEA,2.0,13,4,3,20,0,0,0,0,NYG
634,Ross Dwelley,68,SF,2.0,13,2,2,29,0,0,0,0,BUF
635,Marcedes Lewis,75,GB,1.0,13,1,1,36,0,0,0,0,PHI
636,Austin Hooper,87,CLE,1.0,13,2,2,24,0,0,0,0,TEN
637,Adam Trautman,70,NO,2.0,13,3,3,9,0,0,0,0,ATL
638,Durham Smythe,69,MIA,1.0,13,2,2,16,0,0,0,0,CIN
639,Jordan Akins,77,HOU,3.0,13,3,2,10,0,0,0,0,IND
640,Nick Vannett,71,DEN,2.0,13,2,2,7,0,0,0,0,KC
641,Nick Keizer,67,KC,2.0,13,1,1,15,0,0,0,0,DEN
642,Jack Doyle,79,IND,1.0,13,1,1,12,0,0,0,0,HOU
643,Luke Willson,75,BAL,3.0,13,1,1,12,0,0,0,0,DAL
644,Trey Burton,77,IND,2.0,13,3,1,11,0,0,0,0,HOU
645,Tyler Conklin,71,MIN,2.0,13,1,1,10,0,0,0,0,JAX
646,Hayden Hurst,77,ATL,1.0,13,4,1,9,0,0,0,0,NO
647,Stephen Anderson,67,LAC,2.0,13,2,1,6,0,0,0,0,NE
648,Ryan Izzo,67,NE,1.0,13,1,1,6,0,0,0,0,LAC
649,David Njoku,81,CLE,1.0,13,1,1,5,0,0,0,0,TEN
650,Hunter Henry,85,LAC,1.0,13,2,1,5,0,0,0,0,NE
651,Kaden Smith,67,NYG,3.0,13,1,1,3,0,0,0,0,SEA
652,Blake Bell,69,DAL,2.0,13,1,1,2,0,0,0,0,BAL
653,Travis Kelce,96,KC,1.0,14,10,8,136,1,0,0,0,MIA
654,Mike Gesicki,84,MIA,2.0,14,6,5,65,2,0,0,0,KC
655,T.J. Hockenson,81,DET,1.0,14,11,6,43,1,0,0,0,GB
656,Darren Waller,93,LV,1.0,14,10,7,75,0,0,0,0,IND
657,Mark Andrews,86,BAL,1.0,14,6,5,78,0,0,0,0,CLE
658,Jared Cook,89,NO,1.0,14,4,3,37,1,0,0,0,PHI
659,Geoff Swaim,71,TEN,4.0,14,3,3,34,1,0,0,0,JAX
660,Jimmy Graham,78,CHI,2.0,14,4,4,23,1,0,0,0,HOU
661,Nick Vannett,71,DEN,2.0,14,4,4,20,1,0,0,0,CAR
662,Foster Moreau,74,LV,3.0,14,2,1,47,1,0,0,0,IND
663,Dan Arnold,67,ARI,1.0,14,4,2,27,1,0,0,0,NYG
664,Will Dissly,77,SEA,1.0,14,2,2,23,1,0,0,0,NYJ
665,Logan Thomas,80,WAS,1.0,14,7,6,43,0,0,0,0,SF
666,Hunter Henry,85,LAC,1.0,14,8,6,41,0,0,0,0,ATL
667,Troy Fumagalli,68,DEN,3.0,14,5,4,53,0,0,0,0,CAR
668,Tyler Conklin,71,MIN,2.0,14,5,5,40,0,0,0,0,TB
669,Dallas Goedert,85,PHI,2.0,14,6,4,43,0,0,0,0,NO
670,Cole Kmet,73,CHI,1.0,14,7,4,41,0,0,0,0,HOU
671,David Njoku,81,CLE,1.0,14,4,3,45,0,0,0,0,BAL
672,Jack Doyle,79,IND,1.0,14,3,3,44,0,0,0,0,LV
673,Rob Gronkowski,87,TB,1.0,14,2,1,2,1,0,0,0,MIN
674,Eric Ebron,85,PIT,1.0,14,5,2,30,0,0,0,0,BUF
675,Dalton Schultz,73,DAL,1.0,14,3,3,34,0,0,0,0,CIN
676,Tyler Higbee,82,LAR,1.0,14,2,2,34,0,0,0,0,NE
677,Dawson Knox,75,BUF,1.0,14,7,4,34,0,0,0,0,PIT
678,Drew Sample,70,CIN,1.0,14,4,3,21,0,0,0,0,DAL
679,Jordan Akins,77,HOU,3.0,14,6,3,20,0,0,0,0,CHI
680,Ian Thomas,75,CAR,1.0,14,4,3,20,0,0,0,0,DEN
681,Harrison Bryant,67,CLE,2.0,14,6,3,18,0,0,0,0,BAL
682,Adam Shaheen,74,MIA,3.0,14,3,2,26,0,0,0,0,KC
683,Jonnu Smith,82,TEN,1.0,14,2,2,20,0,1,3,0,JAX
684,Tyler Eifert,77,JAX,2.0,14,2,2,22,0,0,0,0,TEN
685,Ross Dwelley,68,SF,2.0,14,2,2,20,0,0,0,0,WAS
686,Durham Smythe,69,MIA,1.0,14,3,2,19,0,0,0,0,KC
687,Evan Engram,83,NYG,1.0,14,4,2,18,0,0,0,0,ARI
688,Maxx Williams,80,ARI,2.0,14,2,2,17,0,0,0,0,NYG
689,Colby Parkinson,67,SEA,2.0,14,2,2,16,0,0,0,0,NYJ
690,James O'Shaughnessy,74,JAX,1.0,14,2,2,14,0,0,0,0,TEN
691,Jordan Reed,81,SF,1.0,14,5,2,13,0,0,0,0,WAS
692,Jacob Hollister,73,SEA,2.0,14,1,1,20,0,0,0,0,NYJ
693,Zach Ertz,81,PHI,1.0,14,3,2,8,0,0,0,0,NO
694,Darren Fells,73,HOU,1.0,14,1,1,15,0,0,0,0,CHI
695,Adam Trautman,70,NO,2.0,14,1,1,12,0,0,0,0,PHI
696,Blake Bell,69,DAL,2.0,14,1,1,11,0,0,0,0,CIN
697,Gerald Everett,75,LAR,2.0,14,3,1,9,0,0,0,0,NE
698,Mo Alie-Cox,67,IND,1.0,14,1,1,9,0,0,0,0,LV
699,Cameron Brate,76,TB,1.0,14,1,1,9,0,0,0,0,MIN
700,Hayden Hurst,77,ATL,1.0,14,3,1,7,0,0,0,0,LAC
701,Jaeden Graham,67,ATL,3.0,14,1,1,7,0,0,0,0,LAC
702,Kaden Smith,67,NYG,3.0,14,1,1,6,0,0,0,0,ARI
703,Marcedes Lewis,75,GB,1.0,14,1,1,6,0,0,0,0,DET
704,Anthony Firkser,70,TEN,3.0,14,1,1,5,0,0,0,0,JAX
705,Eric Saubert,73,JAX,4.0,14,1,1,4,0,0,0,0,TEN
706,Josh Hill,81,NO,1.0,14,1,1,1,0,0,0,0,PHI
707,Darren Waller,93,LV,1.0,15,12,9,150,1,0,0,0,LAC
708,Logan Thomas,80,WAS,1.0,15,15,13,101,0,0,0,0,SEA
709,Travis Kelce,96,KC,1.0,15,12,8,68,1,0,0,0,NO
710,Noah Fant,85,DEN,1.0,15,11,8,68,1,0,0,0,BUF
711,Mark Andrews,86,BAL,1.0,15,5,5,66,1,0,0,0,JAX
712,Hunter Henry,85,LAC,1.0,15,7,5,65,1,0,0,0,LV
713,Tyler Higbee,82,LAR,1.0,15,5,4,67,1,0,0,0,NYJ
714,Austin Hooper,87,CLE,1.0,15,6,5,41,1,0,0,0,NYG
715,Tyler Conklin,71,MIN,2.0,15,4,3,57,1,0,0,0,CHI
716,Hayden Hurst,77,ATL,1.0,15,5,4,21,1,0,0,0,GB
717,Dawson Knox,75,BUF,1.0,15,4,2,36,1,0,0,0,DEN
718,Jonnu Smith,82,TEN,1.0,15,5,5,52,0,0,0,0,DET
719,Jordan Akins,77,HOU,3.0,15,6,5,50,0,0,0,0,IND
720,Jordan Reed,81,SF,1.0,15,5,2,18,1,0,0,0,DAL
721,Jacob Hollister,73,SEA,2.0,15,2,2,17,1,0,0,0,WAS
722,Dalton Schultz,73,DAL,1.0,15,2,2,14,1,0,0,0,SF
723,Cameron Brate,76,TB,1.0,15,4,4,54,0,0,0,0,ATL
724,Durham Smythe,69,MIA,1.0,15,5,5,40,0,0,0,0,NE
725,Zach Ertz,81,PHI,1.0,15,7,2,69,0,0,0,0,ARI
726,Evan Engram,83,NYG,1.0,15,7,4,46,0,0,0,0,CLE
727,Dan Arnold,67,ARI,1.0,15,5,3,54,0,0,0,0,PHI
728,Tyler Eifert,77,JAX,2.0,15,4,3,51,0,0,0,0,BAL
729,Dallas Goedert,85,PHI,2.0,15,8,4,39,0,0,0,0,ARI
730,Ian Thomas,75,CAR,1.0,15,4,3,29,0,0,0,0,GB
731,Rob Gronkowski,87,TB,1.0,15,7,3,29,0,0,0,0,ATL
732,Maxx Williams,80,ARI,2.0,15,1,1,42,0,0,0,0,PHI
733,Kahale Warring,67,HOU,4.0,15,2,2,32,0,0,0,0,IND
734,Jared Cook,89,NO,1.0,15,5,2,29,0,0,0,0,KC
735,Gerald Everett,75,LAR,2.0,15,4,2,28,0,0,0,0,NYJ
736,Ross Dwelley,68,SF,2.0,15,2,2,28,0,0,0,0,DAL
737,Jimmy Graham,78,CHI,2.0,15,3,2,25,0,0,0,0,MIN
738,Luke Stocker,74,ATL,2.0,15,3,2,21,0,0,0,0,GB
739,Harrison Bryant,67,CLE,2.0,15,2,2,19,0,0,0,0,NYG
740,Mo Alie-Cox,67,IND,1.0,15,2,2,14,0,0,0,0,HOU
741,Jack Doyle,79,IND,1.0,15,2,2,14,0,0,0,0,HOU
742,Cole Kmet,73,CHI,1.0,15,2,2,12,0,0,0,0,MIN
743,David Njoku,81,CLE,1.0,15,1,1,22,0,0,0,0,NYG
744,Foster Moreau,74,LV,3.0,15,1,1,22,0,0,0,0,LAC
745,Anthony Firkser,70,TEN,3.0,15,1,1,20,0,0,0,0,DET
746,Adam Shaheen,74,MIA,3.0,15,2,1,15,0,0,0,0,NE
747,Levine Toilolo,71,NYG,2.0,15,1,1,14,0,0,0,0,CLE
748,Blake Bell,69,DAL,2.0,15,1,1,10,0,1,2,0,SF
749,Pharaoh Brown,67,HOU,2.0,15,1,1,11,0,0,0,0,IND
750,Jesse James,74,DET,2.0,15,1,1,11,0,0,0,0,TEN
751,MyCole Pruitt,71,TEN,2.0,15,2,1,10,0,0,0,0,DET
752,Trey Burton,77,IND,2.0,15,2,1,8,0,0,0,0,HOU
753,T.J. Hockenson,81,DET,1.0,15,4,2,18,0,1,0,0,TEN
754,James O'Shaughnessy,74,JAX,1.0,15,1,1,6,0,0,0,0,BAL
755,Deon Yelder,67,KC,4.0,15,1,1,6,0,0,0,0,NO
756,Drew Sample,70,CIN,1.0,15,1,1,4,0,0,0,0,PIT
757,Dalton Keene,68,NE,2.0,15,2,1,2,0,0,0,0,MIA
758,Darrell Daniels,67,ARI,3.0,15,1,1,2,0,0,0,0,PHI
759,Kaden Smith,67,NYG,3.0,15,1,1,0,0,0,0,0,CLE
760,Irv Smith Jr.,77,MIN,1.0,16,9,6,53,2,0,0,0,NO
761,Jimmy Graham,78,CHI,2.0,16,5,4,69,2,0,0,0,JAX
762,Travis Kelce,96,KC,1.0,16,13,7,98,1,0,0,0,ATL
763,Rob Gronkowski,87,TB,1.0,16,2,2,58,2,0,0,0,DET
764,Darren Waller,93,LV,1.0,16,6,5,112,0,0,0,0,MIA
765,Hayden Hurst,77,ATL,1.0,16,5,5,47,1,0,0,0,KC
766,Eric Ebron,85,PIT,1.0,16,7,5,47,1,0,0,0,IND
767,Austin Hooper,87,CLE,1.0,16,15,7,71,0,0,0,0,NYJ
768,Evan Engram,83,NYG,1.0,16,10,7,65,0,1,5,0,BAL
769,Mark Andrews,86,BAL,1.0,16,10,6,76,0,0,0,0,NYG
770,Logan Thomas,80,WAS,1.0,16,12,7,63,0,1,0,0,CAR
771,George Kittle,99,SF,1.0,16,5,4,92,0,0,0,0,ARI
772,Noah Fant,85,DEN,1.0,16,9,6,65,0,0,0,0,LAC
773,Jonnu Smith,82,TEN,1.0,16,7,3,30,1,0,0,0,GB
774,Jared Cook,89,NO,1.0,16,4,3,82,0,0,0,0,MIN
775,Lee Smith,73,BUF,3.0,16,2,2,31,1,0,0,0,NE
776,Jacob Hollister,73,SEA,2.0,16,6,2,17,1,0,0,0,LAR
777,Mike Gesicki,84,MIA,2.0,16,7,4,54,0,0,0,0,LV
778,Darren Fells,73,HOU,1.0,16,2,1,22,1,0,0,0,CIN
779,Jack Doyle,79,IND,1.0,16,6,4,50,0,0,0,0,PIT
780,Stephen Anderson,67,LAC,2.0,16,6,4,48,0,0,0,0,DEN
781,Dawson Knox,75,BUF,1.0,16,4,3,51,0,0,0,0,NE
782,Jordan Akins,77,HOU,3.0,16,4,4,39,0,0,0,0,CIN
783,Drew Sample,70,CIN,1.0,16,1,1,8,1,0,0,0,HOU
784,Tyler Conklin,71,MIN,2.0,16,6,4,31,0,0,0,0,NO
785,Dallas Goedert,85,PHI,2.0,16,3,3,38,0,0,0,0,DAL
786,Harrison Bryant,67,CLE,2.0,16,7,3,37,0,0,0,0,NYJ
787,Donald Parham,67,LAC,3.0,16,3,2,47,0,0,0,0,DEN
788,David Njoku,81,CLE,1.0,16,4,4,26,0,0,0,0,NYJ
789,Adam Trautman,70,NO,2.0,16,2,2,45,0,0,0,0,MIN
790,Tyler Higbee,82,LAR,1.0,16,6,3,34,0,0,0,0,SEA
791,Zach Ertz,81,PHI,1.0,16,7,3,33,0,0,0,0,DAL
792,T.J. Hockenson,81,DET,1.0,16,6,4,23,0,0,0,0,TB
793,Dalton Schultz,73,DAL,1.0,16,4,3,21,0,0,0,0,PHI
794,Trey Burton,77,IND,2.0,16,4,3,18,0,0,0,0,PIT
795,Will Dissly,77,SEA,1.0,16,3,3,17,0,0,0,0,LAR
796,Cameron Brate,76,TB,1.0,16,2,2,27,0,0,0,0,DET
797,Pharaoh Brown,67,HOU,2.0,16,1,1,29,0,0,0,0,CIN
798,James O'Shaughnessy,74,JAX,1.0,16,3,2,18,0,0,0,0,CHI
799,Tyler Eifert,77,JAX,2.0,16,5,2,17,0,0,0,0,CHI
800,Dan Arnold,67,ARI,1.0,16,5,3,25,0,0,0,0,SF
801,Cole Kmet,73,CHI,1.0,16,6,2,18,0,1,-3,0,JAX
802,Gerald Everett,75,LAR,2.0,16,3,2,13,0,0,0,0,SEA
803,Jason Witten,80,LV,1.0,16,5,2,12,0,0,0,0,MIA
804,Mo Alie-Cox,67,IND,1.0,16,1,1,20,0,0,0,0,PIT
805,Tanner Hudson,68,TB,2.0,16,1,1,20,0,0,0,0,DET
806,Robert Tonyan Jr.,79,GB,1.0,16,2,1,17,0,0,0,0,TEN
807,Durham Smythe,69,MIA,1.0,16,2,2,6,0,0,0,0,LV
808,Greg Olsen,77,SEA,1.0,16,2,1,15,0,0,0,0,LAR
809,Daniel Brown,72,NYJ,3.0,16,1,1,13,0,0,0,0,CLE
810,Dominique Dafney,71,GB,2.0,16,1,1,13,0,0,0,0,TEN
811,Deon Yelder,67,KC,4.0,16,1,1,12,0,0,0,0,ATL
812,Anthony Firkser,70,TEN,3.0,16,2,1,11,0,0,0,0,GB
813,Luke Stocker,74,ATL,2.0,16,1,1,9,0,0,0,0,KC
814,Darrell Daniels,67,ARI,3.0,16,2,1,7,0,0,0,0,SF
815,Blake Bell,69,DAL,2.0,16,1,1,7,0,0,0,0,PHI
816,Vance McDonald,77,PIT,2.0,16,1,1,5,0,0,0,0,IND
817,Adam Shaheen,74,MIA,3.0,16,1,1,3,0,0,0,0,LV
818,Kahale Warring,67,HOU,4.0,16,3,1,3,0,0,0,0,CIN
